filename,instrumentation(s),rtc_bad(s),rtc_good(s),ft_bad(s),ft_good(s),afl_input_bad(ms),afl_input_good(ms),cat_bad(ms),cat_good(ms)
cwe,filename,instrumentation(s),rtc_bad(s),rtc_good(s),ft_bad(s),ft_good(s),afl_input_bad(ms),afl_input_good(ms),cat_bad(ms),cat_good(ms)
CWE369,CWE369_Divide_by_Zero__float_fscanf_41.c,1.2462,0.0016,0.0021,20.0143,20.0137,1396,1351,29,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_44.c,1.2165,0.0013,0.0013,20.0142,20.0135,1429,1238,30,1
CWE369,CWE369_Divide_by_Zero__float_fscanf_32.c,1.2099,0.0013,0.0014,20.0142,20.0151,1322,1314,35,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_34.c,1.2605,0.0013,0.0016,20.0140,20.0142,1402,1284,29,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_42.c,1.2314,0.0014,0.0014,20.0141,20.0141,1306,1228,36,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_31.c,1.2161,0.0016,0.0015,20.0138,20.0144,1420,1236,29,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_51a.c,1.2338,0.0013,0.0014,20.0131,20.0141,1465,1182,30,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_51b.c,1.2137,0.0013,0.0014,20.0133,20.0145,1439,1308,29,1
CWE369,CWE369_Divide_by_Zero__float_fscanf_52a.c,1.2557,0.0018,0.0014,20.0137,20.0147,1474,1369,29,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_52c.c,1.2472,0.0013,0.0016,20.0133,20.0139,1443,1165,29,1
CWE369,CWE369_Divide_by_Zero__float_fscanf_53d.c,1.2510,0.0014,0.0015,20.0139,20.0143,1295,1324,29,1
CWE369,CWE369_Divide_by_Zero__float_fscanf_53a.c,1.2226,0.0013,0.0013,20.0140,20.0142,1576,1345,34,4
CWE369,CWE369_Divide_by_Zero__float_fscanf_54e.c,1.2514,0.0013,0.0018,20.0140,20.0135,1392,1306,30,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_54a.c,1.2420,0.0014,0.0016,20.0135,20.0152,1469,1292,30,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_61a.c,1.2508,0.0014,0.0013,20.0140,20.0138,1649,1295,43,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_63a.c,1.2262,0.0015,0.0014,20.0142,20.0136,1474,1131,29,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_63b.c,1.2330,0.0013,0.0014,20.0131,20.0142,1173,1132,29,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_64b.c,1.2523,0.0014,0.0014,20.0139,20.0134,1460,1207,29,1
CWE369,CWE369_Divide_by_Zero__float_fscanf_64a.c,1.2386,0.0014,0.0014,20.0139,20.0136,1465,1236,29,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_65a.c,1.2218,0.0015,0.0013,20.0132,20.0141,1549,1206,29,1
CWE369,CWE369_Divide_by_Zero__float_fscanf_65b.c,1.2241,0.0014,0.0014,20.0130,20.0137,1549,1242,29,1
CWE369,CWE369_Divide_by_Zero__float_fscanf_66a.c,1.2462,0.0014,0.0015,20.0139,20.0136,1437,1262,29,1
CWE369,CWE369_Divide_by_Zero__float_fscanf_66b.c,1.2143,0.0014,0.0015,20.0139,20.0145,1439,1195,30,1
CWE369,CWE369_Divide_by_Zero__float_fscanf_67a.c,1.2429,0.0015,0.0014,20.0138,20.0140,1564,1281,30,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_67b.c,1.2186,0.0015,0.0014,20.0141,20.0144,1512,1343,29,2
CWE369,CWE369_Divide_by_Zero__float_fscanf_68a.c,1.2538,0.0014,0.0016,20.0143,20.0147,1535,1203,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_21.c,1.1832,0.0013,0.0013,20.0147,20.0143,1429,1232,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_11.c,1.2248,0.0015,0.0015,20.0158,20.0168,1129,1055,30,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_06.c,1.2033,0.0014,0.0015,20.0175,20.0161,1178,996,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_05.c,1.2356,0.0018,0.0015,20.0153,20.0169,1209,1148,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_01.c,1.2567,0.0014,0.0015,20.0164,20.0163,1244,1173,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_02.c,1.2277,0.0014,0.0014,20.0174,20.0166,1390,1304,31,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_03.c,1.3465,0.0026,0.0017,20.0177,20.0156,1089,1028,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_10.c,1.2328,0.0017,0.0016,20.0165,20.0166,1146,993,28,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_07.c,1.2207,0.0018,0.0016,20.0371,20.0247,1169,988,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_09.c,1.2187,0.0019,0.0015,20.0170,20.0165,1149,1108,29,13
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_04.c,1.2105,0.0014,0.0019,20.0231,20.0166,1195,1080,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_08.c,1.2685,0.0013,0.0017,20.0167,20.0162,1337,1190,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_16.c,1.2776,0.0015,0.0022,20.0149,20.0167,1069,1046,27,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_14.c,1.2300,0.0014,0.0018,20.0170,20.0171,1291,965,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_18.c,1.2096,0.0016,0.0018,20.0158,20.0160,1131,1382,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_17.c,1.2242,0.0015,0.0017,20.0165,20.0160,1121,992,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_13.c,1.2347,0.0014,0.0015,20.0187,20.0182,1286,1003,30,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_12.c,1.2068,0.0013,0.0019,20.0156,20.0172,1101,1137,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_15.c,1.3007,0.0015,0.0019,20.0160,20.0249,1224,1006,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_22a.c,1.2475,0.0018,0.0017,20.0165,20.0171,1338,947,28,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_42.c,1.2496,0.0013,0.0015,20.0162,20.0160,1273,994,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_44.c,1.2043,0.0016,0.0015,20.0167,20.0155,1384,1192,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_34.c,1.2005,0.0014,0.0015,20.0156,20.0166,1180,1098,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_32.c,1.2207,0.0020,0.0017,20.0168,20.0175,1308,974,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_41.c,1.2285,0.0013,0.0016,20.0172,20.0183,1162,1149,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_31.c,1.1968,0.0014,0.0017,20.0152,20.0153,1254,1091,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_45.c,1.1969,0.0016,0.0021,20.0152,20.0203,1247,983,30,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_51b.c,1.2468,0.0016,0.0015,20.0171,20.0168,1309,997,30,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_51a.c,1.2582,0.0016,0.0016,20.0169,20.0183,1229,999,28,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_52a.c,1.2189,0.0020,0.0015,20.0162,20.0167,1208,924,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_52c.c,1.2043,0.0014,0.0015,20.0164,20.0162,1278,1267,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_53a.c,1.2614,0.0020,0.0015,20.0179,20.0170,1151,1131,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_53d.c,1.2057,0.0015,0.0015,20.0164,20.0164,1172,1138,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_54a.c,1.2198,0.0020,0.0014,20.0165,20.0165,1290,1074,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_54e.c,1.2608,0.0015,0.0017,20.0156,20.0166,1114,1137,30,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_61a.c,1.2236,0.0015,0.0017,20.0167,20.0153,1223,994,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_63a.c,1.3083,0.0020,0.0017,20.0143,20.0143,1027,983,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_63b.c,1.1849,0.0014,0.0020,20.0139,20.0140,1180,1028,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_64a.c,1.2240,0.0014,0.0015,20.0143,20.0133,1244,954,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_64b.c,1.1678,0.0018,0.0016,20.0131,20.0137,1101,1012,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_65a.c,1.2323,0.0013,0.0017,20.0153,20.0141,1189,1055,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_65b.c,1.1980,0.0019,0.0014,20.0138,20.0147,1126,1096,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_66a.c,1.2241,0.0018,0.0014,20.0146,20.0153,1243,969,30,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_66b.c,1.1856,0.0015,0.0018,20.0138,20.0137,1485,1006,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_67a.c,1.2164,0.0014,0.0016,20.0134,20.0138,1668,1146,30,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_67b.c,1.1790,0.0014,0.0016,20.0138,20.0147,1115,1067,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_68a.c,1.2169,0.0013,0.0014,20.0139,20.0142,1165,1094,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_divide_68b.c,1.1947,0.0020,0.0015,20.0150,20.0136,1336,997,34,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_08.c,1.1832,0.0013,0.0016,20.0131,20.0146,1237,1062,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_02.c,1.1872,0.0017,0.0015,20.0135,20.0134,1193,987,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_06.c,1.2187,0.0014,0.0015,20.0132,20.0150,1260,1036,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_10.c,1.2326,0.0014,0.0017,20.0138,20.0140,1429,1052,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_03.c,1.2092,0.0014,0.0015,20.0145,20.0137,1242,1067,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_04.c,1.2059,0.0015,0.0018,20.0139,20.0139,1278,968,31,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_09.c,1.2252,0.0014,0.0015,20.0132,20.0138,1221,1077,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_01.c,1.1896,0.0013,0.0014,20.0135,20.0150,1378,1062,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_07.c,1.1822,0.0018,0.0014,20.0139,20.0142,1185,1001,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_05.c,1.2122,0.0014,0.0016,20.0136,20.0138,1275,1002,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_15.c,1.2185,0.0014,0.0020,20.0154,20.0140,1204,1056,42,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_13.c,1.2107,0.0014,0.0015,20.0131,20.0140,1302,1098,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_17.c,1.1940,0.0014,0.0014,20.0141,20.0149,1201,1091,28,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_11.c,1.1896,0.0014,0.0016,20.0137,20.0139,1322,1081,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_12.c,1.2135,0.0014,0.0016,20.0140,20.0137,1309,968,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_18.c,1.2002,0.0016,0.0022,20.0149,20.0132,1319,1156,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_16.c,1.2364,0.0013,0.0014,20.0134,20.0141,1187,1097,28,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_21.c,1.2230,0.0013,0.0014,20.0132,20.0137,1345,1015,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_14.c,1.2006,0.0013,0.0014,20.0133,20.0135,1143,1095,36,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_22a.c,1.2545,0.0016,0.0014,20.0143,20.0151,1238,1054,30,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_22b.c,1.1856,0.0020,0.0014,20.0137,20.0145,1327,1098,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_32.c,1.2195,0.0014,0.0028,20.0152,20.0150,1244,1121,30,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_31.c,1.1796,0.0014,0.0019,20.0134,20.0151,1217,1177,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_34.c,1.1854,0.0014,0.0014,20.0147,20.0157,1472,1103,30,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_41.c,1.2120,0.0014,0.0019,20.0138,20.0133,1148,1038,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_44.c,1.2378,0.0021,0.0014,20.0125,20.0141,1222,1154,28,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_42.c,1.2329,0.0014,0.0015,20.0192,20.0137,1285,1103,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_45.c,1.2102,0.0014,0.0015,20.0131,20.0147,1221,1090,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_51a.c,1.2133,0.0014,0.0018,20.0138,20.0146,1249,1099,31,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_51b.c,1.1843,0.0014,0.0014,20.0131,20.0145,1205,1081,31,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_52a.c,1.3531,0.0016,0.0015,20.0144,20.0150,1825,1203,30,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_52c.c,1.2777,0.0019,0.0021,20.0135,20.0149,1340,1136,30,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_53a.c,1.2841,0.0016,0.0016,20.0206,20.0151,1387,1136,30,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_53d.c,1.3041,0.0015,0.0015,20.0134,20.0143,1283,1073,30,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_54e.c,1.4109,0.0015,0.0015,20.0142,20.0147,1188,1252,30,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_54a.c,1.3111,0.0015,0.0015,20.0148,20.0149,1225,1258,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_61a.c,1.3320,0.0016,0.0015,20.0140,20.0142,1371,1175,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_63a.c,1.3298,0.0017,0.0014,20.0156,20.0147,2068,1876,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_63b.c,1.1976,0.0014,0.0018,20.0130,20.0139,854,557,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_64b.c,1.2072,0.0014,0.0014,20.0157,20.0146,524,1061,28,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_65a.c,1.2220,0.0013,0.0015,20.0133,20.0148,1218,1048,29,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_65b.c,1.1596,0.0014,0.0014,20.0147,20.0152,1268,1118,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_66a.c,1.2124,0.0014,0.0016,20.0144,20.0143,1335,1086,28,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_66b.c,1.1879,0.0015,0.0014,20.0139,20.0146,1235,1134,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_67a.c,1.2254,0.0016,0.0019,20.0149,20.0133,1352,1085,33,2
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_67b.c,1.1659,0.0015,0.0015,20.0145,20.0143,1225,1130,31,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_68a.c,1.2258,0.0017,0.0015,20.0137,20.0144,1174,1026,29,1
CWE369,CWE369_Divide_by_Zero__int_fscanf_modulo_68b.c,1.2072,0.0013,0.0015,20.0134,20.0139,1346,997,30,2
CWE190,CWE190_Integer_Overflow__char_fscanf_add_01.c,1.1867,0.0015,0.0016,20.0147,20.0150,1364,973,32,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_04.c,1.4215,0.0016,0.0014,20.0141,20.0144,883,761,32,2
CWE190,CWE190_Integer_Overflow__char_fscanf_add_05.c,1.6599,0.0016,0.0015,20.0134,20.0172,997,738,29,2
CWE190,CWE190_Integer_Overflow__char_fscanf_add_02.c,1.2481,0.0015,0.0016,20.0144,20.0142,1141,898,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_03.c,1.2770,0.0016,0.0015,20.0145,20.0181,1553,1103,38,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_15.c,1.2484,0.0014,0.0015,20.0143,20.0214,1377,1088,28,12
CWE190,CWE190_Integer_Overflow__char_fscanf_add_07.c,1.2157,0.0014,0.0014,20.0158,20.0159,1311,1006,30,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_06.c,1.2590,0.0014,0.0018,20.0144,20.0160,1424,1204,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_08.c,1.2491,0.0022,0.0016,20.0181,20.0146,1186,868,30,0
CWE190,CWE190_Integer_Overflow__char_fscanf_add_21.c,1.2535,0.0014,0.0015,20.0148,20.0148,1236,951,29,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_17.c,1.2019,0.0014,0.0014,20.0148,20.0154,1649,1029,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_13.c,1.3256,0.0015,0.0015,20.0148,20.0142,1122,1050,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_09.c,1.4516,0.0019,0.0016,20.0153,20.0136,919,959,32,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_10.c,1.3539,0.0017,0.0015,20.0144,20.0145,1339,834,31,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_18.c,1.2188,0.0014,0.0015,20.0146,20.0147,1324,1129,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_16.c,1.2035,0.0014,0.0014,20.0145,20.0147,1421,1070,29,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_14.c,1.2213,0.0018,0.0015,20.0150,20.0150,1269,1095,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_11.c,1.4356,0.0015,0.0015,20.0151,20.0146,1295,858,33,2
CWE190,CWE190_Integer_Overflow__char_fscanf_add_12.c,1.2548,0.0015,0.0017,20.0147,20.0143,985,605,28,0
CWE190,CWE190_Integer_Overflow__char_fscanf_add_22a.c,1.1744,0.0021,0.0015,20.0142,20.0152,991,1219,32,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_22b.c,1.2249,0.0015,0.0029,20.0153,20.0158,1136,886,29,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_45.c,1.2135,0.0013,0.0014,20.0142,20.0149,1120,887,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_31.c,2.9167,0.0020,0.0023,20.0146,20.0152,536,538,39,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_32.c,1.3452,0.0014,0.0017,20.0142,20.0145,910,896,29,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_34.c,1.2117,0.0013,0.0015,20.0131,20.0140,1066,854,29,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_42.c,1.2227,0.0014,0.0016,20.0142,20.0143,1119,884,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_44.c,1.2350,0.0015,0.0014,20.0141,20.0142,1125,864,29,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_41.c,1.2287,0.0025,0.0014,20.0141,20.0173,1139,848,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_51a.c,1.2044,0.0013,0.0021,20.0142,20.0141,1132,807,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_51b.c,1.2277,0.0014,0.0016,20.0145,20.0150,1077,996,30,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_53a.c,1.2224,0.0017,0.0015,20.0151,20.0131,1127,936,27,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_52a.c,1.2081,0.0016,0.0017,20.0149,20.0138,1218,986,30,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_52c.c,1.2146,0.0013,0.0016,20.0164,20.0155,1091,941,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_53d.c,1.1989,0.0014,0.0015,20.0137,20.0138,1238,961,29,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_54a.c,1.2267,0.0014,0.0014,20.0146,20.0142,1192,906,32,2
CWE190,CWE190_Integer_Overflow__char_fscanf_add_54e.c,1.1919,0.0016,0.0014,20.0133,20.0141,1053,990,31,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_68a.c,1.2508,0.0015,0.0019,20.0159,20.0157,1176,898,29,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_67b.c,1.1996,0.0017,0.0017,20.0149,20.0152,1338,1085,29,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_61a.c,1.2565,0.0014,0.0029,20.0131,20.0152,1285,944,29,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_63b.c,1.1890,0.0013,0.0028,20.0144,20.0152,1215,854,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_67a.c,1.2322,0.0016,0.0014,20.0150,20.0147,1213,931,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_66a.c,1.2200,0.0016,0.0018,20.0128,20.0139,1148,1012,29,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_65a.c,1.2431,0.0014,0.0015,20.0137,20.0141,1265,915,27,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_63a.c,1.2142,0.0016,0.0015,20.0136,20.0157,1131,849,29,2
CWE190,CWE190_Integer_Overflow__char_fscanf_add_68b.c,1.2094,0.0015,0.0014,20.0145,20.0155,1317,1018,30,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_65b.c,1.2461,0.0016,0.0017,20.0141,20.0143,1196,1006,30,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_64b.c,1.2276,0.0014,0.0016,20.0152,20.0135,1205,908,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_add_66b.c,1.1969,0.0014,0.0016,20.0146,20.0155,1122,962,28,0
CWE190,CWE190_Integer_Overflow__char_fscanf_add_64a.c,1.2253,0.0016,0.0015,20.0151,20.0146,1240,915,30,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_01.c,1.2188,0.0015,0.0016,20.0129,20.0137,1591,897,29,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_02.c,1.2229,0.0014,0.0019,20.0139,20.0148,1090,1046,30,2
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_02.c,1.3941,0.0016,0.0018,20.0138,20.0165,1320,976,36,2
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_03.c,1.7130,0.0018,0.0019,20.0129,20.0136,1059,913,27,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_04.c,1.2320,0.0014,0.0020,20.0147,20.0136,1075,825,32,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_11.c,1.2814,0.0014,0.0016,20.0134,20.0148,970,628,29,0
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_06.c,1.2139,0.0014,0.0014,20.0132,20.0140,1206,921,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_12.c,1.2575,0.0013,0.0015,20.0148,20.0147,675,737,30,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_16.c,1.3092,0.0016,0.0014,20.0148,20.0144,993,845,29,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_09.c,1.2323,0.0013,0.0053,20.0137,20.0147,1021,838,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_18.c,1.2413,0.0015,0.0014,20.0132,20.0170,1040,659,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_13.c,1.2273,0.0014,0.0015,20.0148,20.0145,935,800,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_15.c,1.3413,0.0014,0.0018,20.0161,20.0157,1038,841,28,2
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_05.c,1.2229,0.0014,0.0015,20.0137,20.0138,1176,879,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_17.c,1.2062,0.0013,0.0015,20.0148,20.0154,942,883,30,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_08.c,1.2388,0.0014,0.0018,20.0132,20.0141,969,358,29,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_14.c,1.2584,0.0013,0.0014,20.0146,20.0155,1033,840,31,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_07.c,1.2059,0.0018,0.0016,20.0131,20.0134,1092,989,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_10.c,1.2398,0.0015,0.0014,20.0140,20.0135,977,704,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_21.c,1.2512,0.0024,0.0023,20.0159,20.0151,1084,943,27,2
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_22a.c,1.2500,0.0014,0.0016,20.0140,20.0140,1129,811,30,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_22b.c,1.2215,0.0017,0.0015,20.0140,20.0131,1111,917,30,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_31.c,1.1914,0.0014,0.0016,20.0149,20.0148,1031,882,30,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_31.c,1.2411,0.0014,0.0015,20.0142,20.0145,1169,854,30,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_42.c,1.2042,0.0015,0.0015,20.0133,20.0128,1127,914,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_32.c,1.2239,0.0014,0.0017,20.0137,20.0137,1163,946,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_44.c,1.2354,0.0014,0.0014,20.0134,20.0141,1178,905,27,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_41.c,1.2233,0.0013,0.0015,20.0132,20.0143,1148,1131,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_34.c,1.2273,0.0019,0.0014,20.0135,20.0155,1120,977,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_45.c,1.2349,0.0013,0.0016,20.0142,20.0144,1238,825,28,1
CWE190,CWE190_Integer_Overflow__char_fscanf_multiply_51b.c,1.1822,0.0013,0.0016,20.0136,20.0144,1111,844,28,1
